"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Ukraine","UKR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66904","66117","43686","35368","32709","30000","28332","33816","30969","31037","30869.76","25615.1","26350.2","28854","19181","27965","24337","24082.5","22864.9","23553.2","23719.9","23174.6","24434","22241.3","21424.6","20168.2","18595.43","18603.71","18567.8","16881.8","",
"Upper middle income","UMC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","998952","828203","794203","919439","1083193","1228525","1404009","1407119","1405745","1623613","1602870","1918787","2080253","1918809","2087931","2286149","2282980","3010206","3202121","3118683","3369250","3289089","3471583","3889746","4538506","5302362","5904116","6674347","7800652","8574595","8918127","10330246","13015081.9","16127761.03","19178987","22221549","24549261","24892633","26953929","29480197.02","31256119","32734449","35027347","36971704","39528512.7","41444912.5","43569910.28","45289431.04","46982776.15","49274637.95","51115154.91","52425431.18","55638510.34","58270536.12","60677935.54","62796514.58","65749832.46","67872968.35","69874110.67","72525378.77","74837206.79","77362089.89","",
"Uruguay","URY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","3","3","3","7","5","10","20","21","19","19","31","85","17","17","24","22","49","37","31","36","54.41","84.97","77.82","91.23","217.86","215","203.83","69.65","59.98","101.77","117","103","103","",
"United States","USA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","104421","102547","109961","122697","123884","132578","114236","127299","131115","116768","168681","165590","173630","170320","167039","218459","183907","174310","158795","138990","168365","230111","261725","268483","326453","323573","372191","383259","357657","369252","315727","363083","413844","416913","391412","413454","393346","438356","445119","479212","456830","480362","498899","545971","607570","513920","519967","526045","501326","481224","496699","397292","420386","429011","421189","426014.5","444697.5","439698","466174.39","490304.71","448534.61","448614.61","",
"Uzbekistan","UZB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18751","19043","14559","10197","5006","7490","6966","6056","5652","3988","3824","3118","3093","3800","3800","4000","4100","5162","6654","8722.3","14832.9","23835.2","29275.8","36896.4","38054.7","52450","57384","81717","98003","118933","",
"St. Vincent and the Grenadines","VCT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","1.4","1.4","1.4","1.1","1","0.24","13.07","13","",
"Venezuela, RB","VEN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","2","5","15","20","30","45","75","101","134","157","218","242","277","272","289","327","450","807","863","405","401","712","802","638","1119","2104","2708","4153","5719","7362","8950","9830","11020","13505","16647","18020","15705","24006","19228","23355.5","19951.3","18762.6","14844","18225.33","23954.24","26115.18","26830","30725.66","18911.41","25998","27000","25911","33636","40261","53601","",
"British Virgin Islands","VGB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","1","1","1","1","1","",
"Virgin Islands (U.S.)","VIR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10","10","10","10","10","10","7.64","8","8","8","8","8","8","8","",
"Viet Nam","VNM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","37660","40320","43040","45750","48540","51330","54130","56850","59580","62440","65350","68360","71230","74250","77220","80390","83580","87020","90760","94690","99160","103810","108770","113920","119000","129500","127449","141747","154317","164917","162076","168104","172899","188061","344084","389069","308288","332378","353920","413468","513517","603098","718041","952502","1213617","1452300","1672727","2100400","2477450","2571080","2701317","2860990","3104501","3221095","3355234","3475449.61","3581579.03","3831777.53","4162822.5","4500719","4681434.95","4749273.83","",
"Vanuatu","VUT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","33","31","40","36.75","104.5","57","60.38","66.78","65.7","11.54","15.71","17.05","16.2","16.18","3.08","3","",
"World","WLD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2047815","1955924","2031135","2278131","2464211","2664490","2878194","2996726","3172722","3353912","3607571","4058721","4435236","4605380","5054032","5333828","5509795","6501285.5","6862791","6947785","7604596","7986865","8356278","9236094.5","10330986.45","11476786.66","12672402.09","13905034.23","15558995.96","16581329.06","16826591.04","18647391.6","22057053.89","25526788.05","28915410","32365967.2","35098898.13","35591912.7","37721636.1","41004304.61","43012663.75","45557275.72","48672234.76","51533393.12","55811023.1","59155618.71","62950442.12","66320938.77","70219522.73","73848084.3199999","77996353.31","81630735.05","88191620.43","94962626.05","99634674.38","104007703.18","108221212.67","112240372.92","115924362.73","119808719.94","122711691.07","126035146.07","",
"Samoa","WSM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","5","5","5","4.6","3.73","5.56","13.34","10","10.12","12.93","13.3","10.01","10","",
"Kosovo","XKX","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","380","300","300","150","150","150","150","100","3","3","5","5","5","10","10","10","10","",
"South Africa","ZAF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","9","12","14","14","13","11","10","6","366","615","789","1096","1376","2037","3613","4882","4288","4021","4429","3530","3013","4196","5088","4148","2819","2830","4105","6602","5954","5895","6037","5669","5421","4982","5147.6","5343.28","5926.53","6613","7222","6730.4","8094.27","6338.32","7991.55","9224.32","9753.01","10525.32","",
"Zambia","ZMB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","15","27","45","72","202","340","363","695","1091","1147","1180","1460","2470","3700","4655","4530","4081","4770","4718","4159","4180","4240","4520","4630","4501","5125","5125","5210","5876","5640","8505","10290","10530","12988","20271","19281","22754","21600","21567.1","29565","38480","45670","63355","",
"Zimbabwe","ZWE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","2","12","22","31","40","40","40","75","75","76","74","131","138","140","150","156","165","160","157","134","132","130","130","150","170","170","170","1203","2151","2285","2263","2650","3005","2502","2500","2550","5252","5352","5482","15282","16091","20092","21393.69","21177.81","21500.85","17909.06","18759.33","20356.01","21276.34","5057.82","",
